Time,Col_counts0,Col_counts1,Col_counts2,Col_counts3,Col_counts4,Col_counts5,Baseline_col_counts0,Baseline_col_counts1,Baseline_col_counts2,Baseline_col_counts3,Baseline_col_counts4,Baseline_col_counts5,McIlwainL,MLT,Lat,Lon,Loss_cone_type,kp,E0,J0,Flag (0=good),counts_0,counts_1,counts_2,counts_3,counts_4,count_difference_0,count_difference_1,count_difference_2,count_difference_3,count_difference_4,integral_E0,integral_J0,integral_Flag (0=good),integral_counts_0,integral_counts_1,integral_counts_2,integral_counts_3,integral_counts_4,integral_count_difference_0,integral_count_difference_1,integral_count_difference_2,integral_count_difference_3,integral_count_difference_4,background_E0,background_J0,background_Flag (0=good),background_counts_0,background_counts_1,background_counts_2,background_counts_3,background_counts_4,background_count_difference_0,background_count_difference_1,background_count_difference_2,background_count_difference_3,background_count_difference_4,background_integral_E0,background_integral_J0,background_integral_Flag (0=good),background_integral_counts_0,background_integral_counts_1,background_integral_counts_2,background_integral_counts_3,background_integral_counts_4,background_integral_count_difference_0,background_integral_count_difference_1,background_integral_count_difference_2,background_integral_count_difference_3,background_integral_count_difference_4,aj_response,ms_response,campaign,mageis_a_t,mageis_a_E0,mageis_a_J0,mageis_a_E0_standard_deviation,mageis_a_J0_standard_deviation,mageis_a_L,mageis_a_MLT,mageis_b_t,mageis_b_E0,mageis_b_J0,mageis_b_E0_standard_deviation,mageis_b_J0_standard_deviation,mageis_b_L,mageis_b_MLT,directional_mageis_a_t,directional_mageis_a_E0,directional_mageis_a_J0,directional_mageis_a_E0_standard_deviation,directional_mageis_a_J0_standard_deviation,directional_mageis_a_L,directional_mageis_a_MLT,directional_mageis_b_t,directional_mageis_b_E0,directional_mageis_b_J0,directional_mageis_b_E0_standard_deviation,directional_mageis_b_J0_standard_deviation,directional_mageis_b_L,directional_mageis_b_MLT,AE,Obrien_plasmapause_L,DST,Mirror_altitude
2015-02-02 04:35:36.373750,36106.66666666667,36266.66666666667,23200.0,9120.0,1920.0,320.0,22986.66666666667,18453.333333333336,8960.0,2986.666666666667,533.3333333333334,0.0,6.780489286993323,8.474663561486189,68.49557858079588,44.92450683600328,2.0,47.0,164.57800000000015,441.5179999999994,0,677.0,680.0,435.0,171.0,36.0,28.594521784701897,-30.378172844994534,-20.374655747368077,32.535652820608824,23.32752986572693,139.72500000000042,544.4159999999997,0,611.625,565.625,289.0,104.75,23.25,19.806101297788587,-33.07784179177611,9.596306618527137,17.35892606403958,4.460403428673633,201.06900000000007,174.4330000000001,0,331.5,446.0,322.5,132.5,29.5,58.26299271459936,-53.54309787872728,-36.149960546088145,37.77598964642172,34.65768240690329,167.29800000000014,183.6950000000001,0,266.125,331.625,176.5,66.25,16.75,36.27345928535652,-50.97301096403913,4.7732741355713415,24.253895518454737,10.2432956263041,2,2,1,2015-02-02 01:08:08.610,106.73620651551829,29795.589858356958,4.593866206578479,3049.303092034098,6.5215086936950675,23.041675567626953,2015-02-02 00:42:02.145,108.25058997403104,29859.099680033043,4.117434674893911,2791.053057066826,6.55019998550415,22.76830291748047,2015-02-02 01:08:08.610,-1.0,-1.0,-1.0,-1.0,6.521508565000187,23.041675424250982,2015-02-02 00:42:02.145,-1.0,-1.0,-1.0,-1.0,6.5502,22.768302174000002,661.0,3.745283882108014,,530.6922273541022
2015-02-02 04:35:38.980000,30720.0,28266.66666666667,14986.666666666668,7040.0,1226.6666666666667,266.6666666666667,23280.0,20426.666666666668,10106.666666666668,3706.666666666667,586.6666666666667,53.33333333333334,6.701691121548425,8.45866600821223,68.35254197472065,44.72905597045428,2.0,47.0,146.37800000000018,460.0599999999985,0,576.0,530.0,281.0,132.0,23.0,11.24514394190362,-21.486219969491682,15.424883664730206,-3.9840060500434906,8.318393585969595,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2015-02-02 01:08:08.610,106.73620651551829,29795.589858356958,4.593866206578479,3049.303092034098,6.5215086936950675,23.041675567626953,2015-02-02 00:42:02.145,108.25058997403104,29859.099680033043,4.117434674893911,2791.053057066826,6.55019998550415,22.76830291748047,2015-02-02 01:08:08.610,-1.0,-1.0,-1.0,-1.0,6.521508565000187,23.041675424250982,2015-02-02 00:42:02.145,-1.0,-1.0,-1.0,-1.0,6.5502,22.768302174000002,661.0,3.745283882108014,,524.9768927472451
2015-02-02 04:35:56.042500,24533.333333333336,15040.0,5600.0,1546.666666666667,320.0,0.0,9920.0,5546.666666666668,1973.333333333333,666.6666666666667,53.33333333333334,0.0,6.205980608536272,8.3578326862208,67.40691128518075,43.49949790985739,2.0,47.0,91.79570000000008,1155.6499999999992,0,460.0,282.0,105.0,29.0,6.0,-1.781279890024564,4.0432531678532655,-1.8704452795340532,-6.05596448980612,-3.775726223649369,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2015-02-02 02:13:28.117,119.33973444331636,45754.59832084118,8.450160738166371,7035.752836833187,6.206082820892334,23.95949363708496,2015-02-02 01:50:34.686,123.88783769517872,43201.33973021273,7.666479104647997,5886.807436785145,6.206860542297362,23.704952239990234,2015-02-02 02:13:28.117,-1.0,-1.0,-1.0,-1.0,6.2060828704999995,23.95949332921667,2015-02-02 01:50:34.686,112.19086268287032,22518.81114100792,4.7541318537840525,1973.3224683665549,6.2068607222344685,23.70495153651661,661.0,3.745283882108014,,487.36832400914847
2015-02-02 04:36:04.742500,36320.0,30666.66666666667,15040.0,5226.666666666667,746.6666666666667,0.0,23333.333333333336,15493.333333333336,6213.333333333334,1786.666666666667,213.33333333333331,0.0,5.970253193974807,8.307988345123153,66.92204611213239,42.90754717710661,2.0,47.0,128.7460000000014,713.1259999999893,0,681.0,575.0,282.0,98.0,14.0,10.925868133229416,-19.567049788492454,7.582632365451616,8.993643670313475,7.097248294104862,118.46900000000171,740.3089999999817,0,583.5263157894736,463.26315789473676,209.9736842105264,62.78947368421053,9.5,7.337060886778771,-14.091313911960073,6.204562646711082,8.695215998595947,2.579118288933417,144.4510000000001,331.7149999999997,0,388.5,390.5,200.0,64.5,9.0,23.68229093684232,-36.206208632283676,4.287034713412254,22.383915407862844,11.812407870258017,131.56300000000022,302.3949999999997,0,291.0263157894736,278.7631578947368,127.97368421052632,29.28947368421053,4.5,16.95103224063928,-28.18967742166893,5.277592973238541,21.319110844892517,5.8679755771003,2,1,1,2015-02-02 02:34:05.279,125.143849251863,54190.539450315184,6.465244853264352,5855.529385682579,5.97057580947876,0.281257301568985,2015-02-02 02:10:46.801,116.10926799156158,60501.65695442707,8.783590700405654,10618.539668514959,5.96922779083252,0.015151163563132288,2015-02-02 02:34:05.279,113.5741658159185,30592.806660286613,2.1608113190630527,1315.3871066715344,5.970575658666665,0.2812573063833333,2015-02-02 02:10:46.801,93.56943671979498,44660.1594011936,9.335140540604984,12387.563382317563,5.969227979518492,0.015151163467947463,637.0,3.745283882108014,,468.31662426920155
2015-02-02 04:36:39.148750,22453.333333333336,14560.0,7040.0,2773.333333333333,746.6666666666667,160.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148274500844387,8.123531974477295,64.98768084466025,40.767042520978066,2.0,47.0,106.47200000000223,679.1100000000006,1,421.0,273.0,132.0,52.0,14.0,-8.534990877288465,17.421948980440334,-7.08945914593501,-16.62433900376815,-9.186473889222732,109.52800000000096,550.9729999999902,0,361.71428571428567,258.42857142857144,111.92857142857143,40.714285714285715,8.071428571428571,-1.013975072561891,0.957755809197124,3.137371349825031,-6.711301062778723,-3.160912976757978,101.77350000000007,503.5119999999997,0,279.5,163.0,89.0,32.5,9.0,-9.265038239763273,20.76040022757036,-13.9001828023834,-12.670546231487727,-6.554313123819405,106.26300000000023,360.82299999999947,0,220.2142857142857,148.42857142857144,68.92857142857143,21.214285714285715,3.071428571428571,-2.218332995883713,4.837328482582507,-3.15231394126387,-2.641582974607065,-0.5548330811562172,2,2,1,2015-02-02 03:22:37.535,138.6554581269577,50705.2138935779,6.021106026198653,4254.997062053555,5.146861553192139,1.1538534164428709,2015-02-02 02:58:34.755,159.6593345232065,47943.168586576016,4.120876874951141,2243.834725671954,5.147928237915039,0.8661743998527527,2015-02-02 03:22:37.536,-1.0,-1.0,-1.0,-1.0,5.1468612160000005,1.1538538128,2015-02-02 02:58:34.755,150.10285240932276,19351.950213343916,4.799213926719694,1008.8976701800502,5.1479283725,0.86617442925,637.0,3.745283882108014,,394.53037008891283
2015-02-02 06:11:42.178000,30400.0,25120.0,11040.0,3466.666666666667,853.3333333333335,106.66666666666669,19013.333333333336,12693.333333333336,4960.0,1146.6666666666667,106.66666666666669,0.0,6.443972405175171,8.790020829820282,67.4726733954605,19.648082320989488,2.0,40.0,120.95000000000151,692.8829999999838,0,570.0,471.0,207.0,65.0,16.0,11.383556308518793,-22.812494384523067,13.178352221296706,9.905575514006829,-2.8316202964584782,111.54900000000202,818.429999999978,1,559.3333333333334,418.33333333333326,178.0,48.33333333333334,8.333333333333334,2.4897699235264104,-8.897456391313712,7.2133086354556335,7.8913388217426785,0.09768843405146477,211.6650000000001,30.100599999999986,0,50.5,101.0,56.5,26.5,8.0,22.15588453804071,-26.34860954827907,-0.3399867432063246,8.408856258645088,5.937645025103063,166.51200000000009,27.583499999999994,0,39.83333333333337,48.333333333333314,27.5,9.833333333333336,0.3333333333333339,5.1914139848363305,-6.6420784237949135,-0.6630400643510441,3.5008354838598432,3.617654678400428,2,2,1,2015-02-02 10:09:55.292,95.52274576849399,18590.69904364476,3.6445755026593267,1851.577543768328,6.4108567237854,0.2334108352661133,2015-02-02 09:46:57.946,114.42612545914132,14898.554016802442,7.258796201696607,2218.928814548782,6.424229145050049,0.0106337433680892,2015-02-02 10:09:55.292,-1.0,-1.0,-1.0,-1.0,6.410856861332924,0.2334108282212016,2015-02-02 09:46:57.946,-1.0,-1.0,-1.0,-1.0,6.424228973,0.010633743385550306,382.0,3.745283882108014,,363.51327485135454
2015-02-02 06:11:43.396750,28320.0,19200.0,7840.0,1866.666666666667,106.66666666666669,53.33333333333334,18693.333333333336,12346.666666666668,5146.666666666667,1413.3333333333335,106.66666666666669,0.0,6.409280990079237,8.781200898158248,67.40427290240865,19.56260085912436,2.0,40.0,103.22400000000204,943.179999999978,1,531.0,360.0,147.0,35.0,2.0,-4.488123020048762,2.0212486337006794,3.376306692923009,5.6000615825043605,3.1664207645383167,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2015-02-02 10:05:10.633,111.58378585386423,11251.444726709842,3.649476037476015,843.6826404717717,6.409327983856201,0.1812639832496643,2015-02-02 09:31:59.672,138.9426903277818,9688.549793717944,5.1374560198047705,721.0749891385913,6.409298419952393,23.84279823303223,2015-02-02 10:05:10.633,-1.0,-1.0,-1.0,-1.0,6.4093281021807424,0.18126397853736698,2015-02-02 09:31:59.672,-1.0,-1.0,-1.0,-1.0,6.409298519999999,23.8427981556,382.0,3.745283882108014,,359.62050550271056
2015-02-02 06:11:45.628000,36426.66666666667,32320.0,16640.0,5333.333333333334,906.6666666666667,53.33333333333334,12160.0,9280.0,4400.0,1466.666666666667,106.66666666666669,0.0,6.348182531757924,8.765423689755071,67.28072238298464,19.40948848967128,2.0,40.0,134.69000000000008,653.3739999999995,0,683.0,606.0,312.0,100.0,17.0,17.642953008179692,-27.74792027267301,2.0385896770801537,22.819921672065945,9.204583389033356,113.14700000000177,637.938999999981,0,453.9714285714286,334.7857142857143,153.08571428571432,47.44285714285714,8.257142857142858,0.16848645803179352,-0.4314298700703034,0.4444562166373771,0.13529940327674694,-0.913973551053746,138.23300000000032,581.9599999999996,0,638.5,586.0,305.0,98.5,17.0,21.341297858615803,-32.963865469745194,2.238376693556461,25.532175501194214,10.649677816164116,117.33500000000043,527.8549999999959,0,409.4714285714286,314.7857142857143,146.08571428571432,45.94285714285714,8.257142857142858,2.025144570051338,-4.020574910814331,2.0412288908906357,2.388795445587796,-0.241106553760412,2,2,1,2015-02-02 09:39:59.749,133.88931878496678,11342.889477144607,4.755859984919328,799.6471157968335,6.348252296447754,23.899587631225586,2015-02-02 09:13:35.769,143.0330695691363,11155.304692397669,4.319144211013647,663.147714124612,6.348422527313232,23.63175773620605,2015-02-02 09:39:59.750,-1.0,-1.0,-1.0,-1.0,6.348252208333332,23.8995884125,2015-02-02 09:13:35.769,-1.0,-1.0,-1.0,-1.0,6.3484222899999985,23.63175708975,382.0,3.745283882108014,,352.5917038674954
2015-02-02 06:11:45.703000,36373.333333333336,37653.333333333336,21653.333333333336,7306.666666666668,1600.0,106.66666666666669,12160.0,9280.0,4400.0,1466.666666666667,106.66666666666669,0.0,6.346200376133598,8.764872549187809,67.27654595091921,19.404341495248445,2.0,40.0,155.56600000000026,504.0129999999981,0,682.0,706.0,406.0,137.0,30.0,43.092436148472416,-57.229407208644254,-9.078244844150275,46.5061039013662,19.291796317141035,145.8300000000001,493.45999999999975,0,601.0,572.0,324.0,98.66666666666669,21.66666666666667,24.12186657660823,-31.813217953450817,-10.077924846862233,36.3218130948968,11.161999549982571,157.3440000000003,480.5469999999996,0,660.0,697.5,401.0,136.0,30.0,46.45078495698283,-61.67192927122938,-8.588452591970736,47.672072775195424,20.174785812045013,147.73700000000022,466.04399999999845,0,579.0,563.5,319.0,97.66666666666669,21.66666666666667,27.03434999648937,-36.0349119664055,-9.206495706376812,37.545288497707546,11.896641480182057,2,2,1,2015-02-02 09:39:26.904,132.5653524728231,11491.369553617971,5.1222474445845965,887.9963204476074,6.345914840698242,23.89333534240723,2015-02-02 09:13:03.302,142.28061216679922,11527.990333621125,6.372959121226858,1020.6163569175853,6.345932960510254,23.625444412231445,2015-02-02 09:39:26.904,-1.0,-1.0,-1.0,-1.0,6.345914668000001,23.8933361764,2015-02-02 09:13:03.302,-1.0,-1.0,-1.0,-1.0,6.345933153333332,23.625444963833328,382.0,3.745283882108014,,352.3534521666111
2015-02-02 06:11:46.115500,34560.0,28533.333333333336,13920.0,4266.666666666667,1013.3333333333336,53.33333333333334,12160.0,9280.0,4293.333333333334,1333.3333333333335,106.66666666666669,0.0,6.335059758048844,8.762084188876964,67.25315713562443,19.37555177819013,2.0,40.0,125.55100000000073,717.3149999999927,0,648.0,535.0,261.0,80.0,19.0,9.12217576753028,-15.870029596710195,3.3699451672460436,14.539665254736805,-1.1853187163168464,119.69200000000136,671.0839999999855,0,540.5,437.33333333333326,195.5,60.16666666666666,11.0,8.622302094862674,-16.976134984209178,8.889193845589233,8.382393389409835,0.8137198943813679,130.3170000000003,532.0529999999978,0,517.5,452.0,219.0,69.5,18.0,13.010775506773825,-22.902133911163897,7.222376357331883,15.389701927728625,-0.8971915323158086,124.03800000000015,473.8699999999985,0,410.0,354.33333333333326,153.5,49.66666666666666,10.0,12.038407413341927,-23.528917217814012,13.031141092287585,8.939196931930262,0.8001813936958637,2,2,1,2015-02-02 09:37:04.574,138.11280047778794,11371.539059196954,3.3638953328933785,536.8175044563003,6.3353776931762695,23.86617660522461,2015-02-02 09:10:53.431,135.4543727773244,14148.661699838623,6.911693278236156,1481.976080459072,6.335499286651611,23.600112915039066,2015-02-02 09:37:04.575,-1.0,-1.0,-1.0,-1.0,6.335377699954726,23.86617735863615,2015-02-02 09:10:53.431,-1.0,-1.0,-1.0,-1.0,6.335499298761627,23.60011366549931,382.0,3.745283882108014,,351.0048764373156
